Date,Facility Type,Facility Name,License Number,County,Staff: Confirmed COVID-19 (CUMULATIVE),Residents/Clients: Confirmed COVID-19 (CUMULATIVE),Staff: COVID-Related Deaths (CUMULATIVE),Residents/Clients: COVID-Related Deaths (CUMULATIVE),Annotaion Code,Annotation Code Description
3/12/2021,Substance Use Disorder - Outpatient,St. John of God Health Care Services,360003IN,San Bernardino,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Gibson House for Men,360004BN,San Bernardino,20,19,0,0,,
3/12/2021,Substance Use Disorder - Residential,Gibson House Recovery Center for Women,360004FN,San Bernardino,14,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,Ontario Outpatient,360010AN,San Bernardino,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,"High Desert Child Adolescent and Family Services Center, Incorporated",360030AN,San Bernardino,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,PRIDE,360033AN,San Bernardino,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,Redlands Center for Change ,360033DN,San Bernardino,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,Fontana Center for Change,360033JN,San Bernardino,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,San Bernardino Center for Change,360033MN,San Bernardino,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,Mariposa Community Counseling,360050HN,San Bernardino,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,New Creation Addiction Treatment Center,360075AP,San Bernardino,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,His House,360075BP,San Bernardino,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Benchmark Transitions at Wildwood Canyon,360099AP,San Bernardino,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Harvey House Manor II,360111BP,San Bernardino,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Serenity Center,370005GN,San Diego,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,North County Serenity House - Outpatient,370005HN,San Diego,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Veteran Village of San Diego,370010BN,San Diego,26,16,,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Casa De La Migras,370014AN,San Diego,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Saddleback Recovery,370015AP,San Diego,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,Shoreline Recovery Center ,370017AP,San Diego,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Pemarro,370025AN,San Diego,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,McAlister Institute - Lemon Grove Facility,370045FN,San Diego,12,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Family Recovery Center,370069TN,San Diego,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Alpha Project,370073AN,San Diego,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Escondido Community Sobering Services,370093BN,San Diego,,11,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Lighthouse,370094AP,San Diego,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Aton Center,370122AP,San Diego,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,AToN Center ,370122FP,San Diego,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Genesis Recovery,370139AN,San Diego,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Villa Kali MA ,370154AP,San Diego,,0,,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Paragon Recovery,370163AP,San Diego,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,CAI-Boston Avenue,370175AP,San Diego,,42,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Jackson House Recovery,370182AP,San Diego,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Joe Healy Detoxification Program,380001IN,San Francisco,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Harbor Light Alcohol Services Center,380006AN,San Francisco,,44,,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,HealthRIGHT 360,380016AFN,San Francisco,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,HealthRIGHT 360,380016ALN,San Francisco,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,HealthRIGHT 360 ,380016ASN,San Francisco,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Good Shepherd Gracenter,380040BN,San Francisco,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Recovery House,390002AN,San Joaquin,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Santa Barbara Hospitality House,420002AN,Santa Barbara,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,Recovery Way Home,420010EN,Santa Barbara,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Transitional Center for Women and Children,420010JN,Santa Barbara,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Project Recovery Residential Detox Program,420022EN,Santa Barbara,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Mariposa Lodge,430016FN,Santa Clara,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,Indian Health Center,430047CN,Santa Clara,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,New Life Recovery,430053AP,Santa Clara,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,"Asian American Recovery Services, A Healthright 360 Program",430079AN,Santa Clara,0,,0,0,,
3/12/2021,Substance Use Disorder - Outpatient,Groups: Recover Together,450002AP,Shasta ,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Visions of the Cross,450020AN,Shasta ,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,"VOTC, Inc.",450020BN,Shasta ,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Visions of the Cross,450020EN,Shasta ,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Southern Solano Alcohol Council,480002BN,Solano,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,Recovery Connection,480002GN,Solano,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Genesis House ,480005AN,Solano,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,Archway Recovery Services Intensive Outpatient Program,480022BN,Solano,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Campobello Chemical Dependency Recovery Center,490002AP,Sonoma,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Olympia House,490036AP,Sonoma,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Stanislaus Recovery Center ,500002EN,Stanislaus,,0,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,The PAAR Center,540001HN,Tulare,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Outpatient,Recovery Resources ,540020AP,Tulare,0,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Prototypes Women's Center-Ventura,560054AN,Ventura,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder - Residential,Walter's House,570008AN,Yolo,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,HAART Oakland, 01-70,Alameda,,23,0,,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Successful Alternatives for Addiction and Counseling Services, Inc. DBA MedMark Treatment Centers Hayward", 01-98,Alameda,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis-Chico, 04-02,Butte,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Addiction Research and Treatment, Inc. DBA BAART Programs Van Ness", 10-01,Fresno,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Addiction Research and Treatment, Inc. DBA BAART Programs E Street", 10-02,Fresno,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"MedMark Treatment Centers- Fresno West, Inc. DBA MedMark Treatment Centers Fresno", 10-06,Fresno,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis- Fresno, 10-07,Fresno,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,American Health Services,15-04,Kern,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Bakersfield 21st Street ,15-05,Kern,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis-Delano,15-06,Kern,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Bakersfield Columbus,15-07,Kern ,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Western Pacific Med-Corp/Glendale,19-012,Los Angeles,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Narcotics Prevention Association, Inc.",19-013,Los Angeles,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,COASTAL RECOVERY CENTER                             ,19-038,Los Angeles,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Western Pacific Med-Corp,19-060,Los Angeles,,,0,,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Western Pacific Med-Corp/Panorama,19-088,Los Angeles,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Tavarua Health Services,19-107,Los Angeles,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Addiction Research and Treatment, Inc. DBA BAART Programs San Mateo",19-112,Los Angeles,0,,0,,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Western Pacific Med-Corp,19-114,Los Angeles,0,,0,,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"BAART Behavioral Health Services, Inc. DBA BAART Programs  Beverly",19-115D,Los Angeles,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Western Pacific Med-Corp / North Hollywood,19-139,Los Angeles,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,American Health Services (Los Angeles),19-140,Los Angeles,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,American Health Services (Palmdale),19-141,Los Angeles,,,0,,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,American Health Services (Venice),19-142,Los Angeles,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,American Health Services (Van Nuys),19-143,Los Angeles,0,,0,,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Eldorado Community Service Center,19-148,Los Angeles,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis-West Covina,19-153,Los Angeles,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis- La Mirada,19-154,Los Angeles,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis- Pomona,19-155,Los Angeles,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - El Monte ,19-156,Los Angeles,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Wilmington,19-157,Los Angeles,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Inglewood,19-158,Los Angeles,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Pasadena ,19-159,Los Angeles,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,ALT Recovery Group 2,19-164,Los Angeles,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Merced ,24-02,Merced ,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Recovery Solutions of Santa Ana,30-09,Orange,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Western Pacific Med-Corp / Stanton,30-10,Orange,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Western Pacific Med-Corp / Fullerton,30-11,Orange,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis- Roseville,31-02,Placer,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Riverside Treatment Center,33-05,Riverside,,27,0,,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,DESERT TREATMENT CLINIC                                 ,33-06,Riverside,,,0,,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Temecula Valley Treatment Center,33-07,Riverside,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Sacramento Treatment Clinic,34-08,Sacramento,,,0,,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"MedMark Treatment Centers - Sacramento, Inc. DBA MedMark Treatment Centers Sacramento",34-09,Sacramento,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"C.O.R.E. MEDICAL CLINIC, INC",34-10,Sacramento ,,13,0,,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"BAART Behavioral Health Services, Inc. DBA BAART Programs Norwood",34-12,Sacramento,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Bi-Valley Medical Clinic, Inc. DBA BAART Programs Carmichael",34-13,Sacramento,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Bi-Valley Medical Clinic, Inc. DBA BAART Programs Carmichael",34-14,Sacramento,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Colton Clinical Services,36-05,San Bernardino,,,0,,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis- Ontario,36-11,San Bernardino,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis-Hesperia,36-12,San Bernardino,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Redlands ,36-13,San Bernadino,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"San Diego Health Alliance, Inc. El Cajon",37-09,San Diego,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"San Diego Health Alliance, Inc. Capalina",37-14,San Diego,,11,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"San Diego Health Alliance, Inc. Fashion Valley",37-15,San Diego,,17,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,San Diego Treatment Services 3rd ave,37-16,San Diego,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Mission Treatment Services, Inc. Escondido",37-17,San Diego,,13,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Mission Treatment Services, Inc. San Diego",37-18,San Diego,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Mission Treatment Services, Inc. Oceanside",37-22,San Diego,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Addiction Research and Treatment, Inc. DBA BAART Programs Market Street",38-04,San Francisco,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Addiction Research and Treatment, Inc. DBA BAART Programs Turk Street",38-05,San Francisco,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Fort Help Bryant,38-21,San Francisco,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"MedMark Treatment Centers - Stockton, Inc. DBA MedMark Treatment Centers Stockton",39-07,Sacramento,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Stockton Lower Sacramento ,39-09,San Joaquin,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Stockton California St,39-11,San Joaquin,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Stockton 5th Street,39-12,San Joaquin ,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Manteca,39-14,San Joaquin,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Atascadero,40-02,San Luis Obispo,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Addiction Research and Treatment, Inc. DBA BAART Programs San Mateo",41-05,San Mateo,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Santa Maria,42-07,Santa Barbara,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis- Santa Barbara,42-08,Santa Barbara,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Redding ,45-01,Shasta ,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"Successful Alternatives for Addiction and Counseling Services, Inc. DBA MedMark Treatment Centers Vallejo",48-04,Solano,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Modesto,50-03,Stanislaus,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Marysville ,51-01,Sutter-Yuba,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"BAART Behavioral Health Services, Inc. DBA BAART Programs Visalia",54-02D,Tulare,,0,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Western Pacific Med-Corp / Ventura,56-08,Ventura,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Oxnard ,56-09,Ventura ,,16,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Simi Valley,56-10,Ventura ,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis - Santa Paula,56-11,Ventura ,0,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,Aegis Ventura,56-12,Ventura,,,0,0,1,suppressed due to small number
3/12/2021,Narcotic Treatment Program,"C.O.R.E. MEDICAL CLINIC, INC",57-01,Yolo,,,0,0,1,suppressed due to small number
3/12/2021,Substance Use Disorder Facilities,NONE,NONE,Statewide,948,1307,,,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,San Joaquin PHF,01 016 012,San Joaquin,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Santa Barbara PHF,01 016 014,Santa Barbara,,0,,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Telecare Redwood Place MHRC ,02 015 024,Alameda ,0,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Golden Hillmont House MHRC,02 015 038,Ventura ,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,North Valley Behavioral Health (PHF) ,02 016 037,Yuba,0,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Telecare Willow Rock PHF,02 016 039,Alameda,,0,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood Carmichael PHF,02 016 042  ,Sacramento ,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood PHF Bakersfield ,02 016 045,Kern,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood San Jose PHF,02 016 047,Santa Clara,0,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Kaiser PHF,02 024 044,Santa Clara,13,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Telecare Heritage PHF ,02 026 036,Alameda,0,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Ocean View PHF,02 036 043,Los Angeles,,12,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Harborview Center MHRC,02 039 040,Los Angeles,24,42,0,0,,
3/12/2021,Mental Health Psychiatric Health Facility,Gladman MHRC,02 040 009,Alameda ,12,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood Chula Vista MHRC,02 040 034,San Diego,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood Eureka MHRC,02 042 013,Humboldt ,,0,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Cedar Grove MHRC,02 044 042,Sutter/Yuba,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,San Francisco MHRC,02 047 026,San Francisco,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood C.E.N.T.E.R. MHRC,02 054 010,Napa,26,39,0,0,,
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood Sacramento ,02 054 029,Sacramento ,20,42,0,0,,
3/12/2021,Mental Health Psychiatric Health Facility,San Francisco Healing Center MHRC,02 054 037,San Francisco,,0,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood Bakersfield Behavioral Health Center,02 055 012,Kern,25,45,0,0,,
3/12/2021,Mental Health Psychiatric Health Facility,Kingsburg Healing Center MHRC,02 066 035,Fresno,,0,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Cordilleras Mental Health Center,02 068 015,San Mateo,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Royale MHRC,02 080 020,Orange ,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Canyon Manor MHRC,02 089 023,Marin,,23,0,,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood Recovery and Rehabilitation,02 091 027,Solano,11,13,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood San Jose MHRC,02 098 017,Santa Clara,23,80,0,0,,
3/12/2021,Mental Health Psychiatric Health Facility,California Psychiatric Transitions MHRC,02 098 022,Merced,39,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Villa Fairmont MHRC,02 099 014,Alameda ,12,13,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,7th Avenue MHRC,02 099 021,Santa Cruz,0,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood San Diego,02 109 033,San Diego,15,30,0,,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Alpine Special Treatment Center MHRC,02 125 008,San Diego ,57,75,0,,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Fallbrook Healing Center (Crestwood) MHRC,02 132 039,San Diego,41,105,0,0,,
3/12/2021,Mental Health Psychiatric Health Facility,La Casa (MHRC) ,02 190 007,Los Angeles,46,99,0,,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Butte County PHF,10 016 001,Butte,,0,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Sempervirens PHF,10 016 003,Humboldt ,,0,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Marie Green PHF,10 016 008,Merced,,0,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Sutter-Yuba PHF,10 016 015,Sutter/Yuba,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Sacramento County Mental Health Treatment Center,10 50 011,Sacramento,37,35,0,,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Balance Treatment Center MHRC,20 006 050,Los Angeles,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Star View Adolescent PHF,20 016 029,Los Angeles,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,La Casa PHF,20 016 031 ,Los Angeles,,15,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood Sacramento PHF,20 016 048,Sacramento ,,0,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Restpadd PHF,20 016 049,Shasta ,12,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Sequoia Psychiatric Treatment Center MHRC,20 016 051,Sutter/Yuba,,0,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Exodus Recovery PHF,20 016 052,Los Angeles,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Telecare Stanislaus PHF ,20 016 054 ,Stanislaus,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Crestwood Solano PHF,20 016 055,Solano,,0,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Telecare Riverside PHF,20 016 056,Riverside,,15,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Central Star PHF,20 016 058,Fresno,0,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Exodus PHF Fresno,20 016 059,Fresno,0,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Restpadd Red Bluff PHF,20 016 060,Tahema ,,0,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Cirby Hills Behavioral Health PHF,20 016 061,Placer,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Psychiatric Health Facility,Stabler Lane Behavioral Health             ,20 016 063,Sutter-Yuba,,,0,0,1,suppressed due to small number
3/12/2021,Mental Health Facilities,NONE,NONE,Statewide,544,761,,,1,suppressed due to small number
